#{"t_start": 1785313574.4047759, "env_id": "None"}
r,l,t
0.0,43,24.598985
0.0,43,24.749819
0.0,43,24.95133
0.0,43,25.102018
0.0,43,25.253062
0.0,43,25.455375
0.0,43,25.606548
0.0,43,25.757502
0.0,43,25.960384
0.0,43,26.111784
0.0,43,26.263521
0.0,43,26.466465
0.0,43,26.618036
0.0,43,26.769321
0.0,43,26.971354
0.0,43,27.122637
0.0,43,27.273364
0.0,43,27.47651
0.0,43,27.628144
0.0,43,27.780061
0.0,43,27.984266
0.0,43,28.136061
0.0,43,28.287946
0.0,43,28.491084
0.0,43,28.641912
0.0,43,28.792917
0.0,43,28.995524
0.0,43,29.147324
0.0,43,29.298495
0.0,43,29.500453
0.0,43,29.651419
0.0,43,29.801995
0.0,43,30.004167
0.0,43,30.15529
0.0,43,30.306477
0.0,43,30.509421
0.0,43,30.660907
0.0,43,30.812428
0.0,43,31.014773
0.0,43,31.165956
0.0,43,31.317203
0.0,43,31.519517
0.0,43,31.671016
0.0,43,31.822005
0.0,43,32.024327
0.0,43,32.175383
0.0,43,32.326448
0.0,43,32.529573
0.0,43,32.681431
0.0,43,32.833214
0.0,43,33.03691
0.0,43,33.188976
0.0,43,33.340744
0.0,43,33.543932
0.0,43,33.695549
0.0,43,33.847385
0.0,43,34.049744
0.0,43,34.201122
0.0,43,34.352133
0.0,43,34.553933
0.0,43,34.704167
0.0,43,34.854655
0.0,43,35.058601
0.0,43,35.210283
0.0,43,35.362006
0.0,43,35.565114
0.0,43,35.716196
0.0,43,35.867668
0.0,43,36.071182
0.0,43,36.222734
0.0,43,36.373937
0.0,43,36.576153
0.0,43,36.727273
0.0,43,36.877984
0.0,43,37.080265
0.0,43,37.231393
0.0,43,37.382438
0.0,43,37.584659
0.0,43,37.7355
0.0,43,37.886649
0.0,43,38.090283
0.0,43,38.242172
0.0,43,38.393845
0.0,43,38.596071
0.0,43,38.746947
0.0,43,38.897697
0.0,43,39.099141
0.0,43,39.249502
0.0,43,39.399936
0.0,43,39.603546
0.0,43,39.754595
0.0,43,39.905583
0.0,43,40.107846
0.0,43,40.259196
0.0,43,40.410339
0.0,43,40.612646
0.0,43,40.763141
0.0,43,40.913647
0.0,43,41.115673
0.0,43,41.266844
0.0,43,41.417929
0.0,43,41.620166
0.0,43,41.771576
0.0,43,41.922427
0.0,43,42.126632
0.0,43,42.278248
0.0,43,42.429501
