#{"t_start": 1785313531.9602296, "env_id": "None"}
r,l,t
0.0,43,0.177624
0.0,43,0.327578
0.0,43,0.4772
0.0,43,0.680633
0.0,43,0.831536
0.0,43,0.982486
0.0,43,1.185842
0.0,43,1.33733
0.0,43,1.488933
0.0,43,1.691246
0.0,43,1.842337
0.0,43,1.993074
0.0,43,2.195162
0.0,43,2.346
0.0,43,2.496943
0.0,43,2.699286
0.0,43,2.850188
0.0,43,3.001204
0.0,43,3.203941
0.0,43,3.355162
0.0,43,3.506948
0.0,43,3.710208
0.0,43,3.861577
0.0,43,4.012971
0.0,43,4.215534
0.0,43,4.366313
0.0,43,4.517029
0.0,43,4.719785
0.0,43,4.871438
0.0,43,5.023504
0.0,43,5.226067
0.0,43,5.37627
0.0,43,5.526294
0.0,43,5.72819
0.0,43,5.879016
0.0,43,6.029983
0.0,43,6.232852
0.0,43,6.384198
0.0,43,6.535177
0.0,43,6.737482
0.0,43,6.888485
0.0,43,7.039387
0.0,43,7.242318
0.0,43,7.393572
0.0,43,7.544691
0.0,43,7.746352
0.0,43,7.896198
0.0,43,8.046057
0.0,43,8.24961
0.0,43,8.401529
0.0,43,8.553347
0.0,43,8.755692
0.0,43,8.906989
0.0,43,9.057594
0.0,43,9.259338
0.0,43,9.409984
0.0,43,9.561044
0.0,43,9.762787
0.0,43,9.913551
0.0,43,10.064246
0.0,43,10.267672
0.0,43,10.419127
0.0,43,10.570412
0.0,43,10.773307
0.0,43,10.924388
0.0,43,11.075284
0.0,43,11.277792
0.0,43,11.429029
0.0,43,11.580083
0.0,43,11.782628
0.0,43,11.933962
0.0,43,12.085765
0.0,43,12.288186
0.0,43,12.438911
0.0,43,12.590166
0.0,43,12.793113
0.0,43,12.94428
0.0,43,13.095574
0.0,43,13.297752
0.0,43,13.448501
0.0,43,13.599596
0.0,43,13.801996
0.0,43,13.953072
0.0,43,14.103702
0.0,43,14.305943
0.0,43,14.456404
0.0,43,14.607263
0.0,43,14.812185
0.0,43,14.96304
0.0,43,15.113695
0.0,43,15.315549
0.0,43,15.465823
0.0,43,15.616063
0.0,43,15.819289
0.0,43,15.971031
0.0,43,16.122858
0.0,43,16.324621
0.0,43,16.475828
0.0,43,16.626804
0.0,43,16.829507
0.0,43,16.980891
0.0,43,17.132256
0.0,43,17.335087
0.0,43,17.486152
0.0,43,17.637071
0.0,43,17.839733
0.0,43,17.990912
0.0,43,18.142186
0.0,43,18.345698
0.0,43,18.497257
0.0,43,18.648892
0.0,43,18.851721
0.0,43,19.003436
0.0,43,19.154523
0.0,43,19.357239
0.0,43,19.508541
0.0,43,19.659666
0.0,43,19.862092
0.0,43,20.012375
0.0,43,20.16288
0.0,43,20.365164
0.0,43,20.515926
0.0,43,20.666515
0.0,43,20.868754
0.0,43,21.020012
0.0,43,21.170692
0.0,43,21.373476
0.0,43,21.524925
0.0,43,21.677225
0.0,43,21.880219
0.0,43,22.031271
0.0,43,22.182757
0.0,43,22.386144
0.0,43,22.537994
0.0,43,22.689742
0.0,43,22.891543
0.0,43,23.042133
0.0,43,23.192577
0.0,43,23.395473
0.0,43,23.546801
0.0,43,23.698073
0.0,43,23.900506
0.0,43,24.05189
0.0,43,24.202872
0.0,43,24.406146
0.0,43,24.557995
0.0,43,24.709857
0.0,43,24.913294
0.0,43,25.065031
0.0,43,25.216969
0.0,43,25.419652
0.0,43,25.570768
0.0,43,25.72214
0.0,43,25.925484
0.0,43,26.077222
0.0,43,26.229125
0.0,43,26.431072
0.0,43,26.581356
0.0,43,26.731241
0.0,43,26.933611
0.0,43,27.086483
0.0,43,27.237618
0.0,43,27.440412
0.0,43,27.590792
0.0,43,27.741729
0.0,43,27.944021
0.0,43,28.094305
0.0,43,28.244832
0.0,43,28.446592
0.0,43,28.596791
0.0,43,28.746815
0.0,43,28.948208
0.0,43,29.098705
0.0,43,29.24944
0.0,43,29.451522
0.0,43,29.6024
0.0,43,29.753662
0.0,43,29.956471
0.0,43,30.107741
0.0,43,30.2592
0.0,43,30.461536
0.0,43,30.612513
0.0,43,30.763279
0.0,43,30.966284
0.0,43,31.118316
0.0,43,31.27004
0.0,43,31.472491
0.0,43,31.623207
0.0,43,31.774447
0.0,43,31.977854
0.0,43,32.129371
0.0,43,32.28101
0.0,43,32.484154
0.0,43,32.636739
0.0,43,32.788085
0.0,43,32.99191
0.0,43,33.143189
0.0,43,33.29449
0.0,43,33.496663
0.0,43,33.646921
0.0,43,33.797155
0.0,43,34.000457
0.0,43,34.152142
0.0,43,34.303872
0.0,43,34.506219
0.0,43,34.657075
0.0,43,34.808456
0.0,43,35.010794
0.0,43,35.161816
0.0,43,35.31303
0.0,43,35.51754
0.0,43,35.668942
0.0,43,35.820435
0.0,43,36.022482
0.0,43,36.173188
0.0,43,36.323801
0.0,43,36.526029
0.0,43,36.676642
0.0,43,36.827144
0.0,43,37.029613
0.0,43,37.180872
0.0,43,37.332539
0.0,43,37.534389
0.0,43,37.685037
0.0,43,37.835195
0.0,43,38.041532
0.0,43,38.192514
0.0,43,38.343789
0.0,43,38.546419
0.0,43,38.697019
0.0,43,38.847729
0.0,43,39.050058
0.0,43,39.200732
0.0,43,39.351221
0.0,43,39.553544
0.0,43,39.704511
0.0,43,39.855696
0.0,43,40.057334
0.0,43,40.207872
0.0,43,40.3584
0.0,43,40.562138
0.0,43,40.713423
0.0,43,40.864907
0.0,43,41.06696
0.0,43,41.217503
0.0,43,41.367783
0.0,43,41.569918
0.0,43,41.721312
0.0,43,41.872845
0.0,43,42.075378
0.0,43,42.226702
0.0,43,42.378374
