#{"t_start": 1784733940.2460642, "env_id": "None"}
r,l,t
0.0,43,2.9637
0.0,43,3.418704
0.0,43,3.902287
0.0,43,4.690112
0.0,43,5.14698
0.0,43,5.59553
0.0,43,6.223776
0.0,43,6.759135
0.0,43,7.241788
0.0,43,7.90251
0.0,43,8.491595
0.0,43,9.044072
0.0,43,9.779626
0.0,43,10.326804
0.0,43,10.90748
0.0,43,11.6396
0.0,43,12.247289
0.0,43,12.832011
0.0,43,13.570306
0.0,43,14.11975
0.0,43,14.684656
0.0,43,15.432154
0.0,43,15.980723
0.0,43,16.5515
0.0,43,17.299432
0.0,43,17.882177
0.0,43,18.459525
0.0,43,19.216157
0.0,43,19.791593
0.0,43,20.355736
0.0,43,21.092756
0.0,43,21.698019
0.0,43,22.26193
0.0,43,22.984385
0.0,43,23.565098
0.0,43,24.130889
0.0,43,24.878261
0.0,43,25.441313
0.0,43,26.02297
0.0,43,26.765481
0.0,43,27.341755
0.0,43,27.891045
0.0,43,28.654163
0.0,43,29.217664
0.0,43,29.782824
0.0,43,30.520618
0.0,43,31.101059
0.0,43,31.650155
0.0,43,32.397882
0.0,43,32.978751
0.0,43,33.543684
0.0,43,34.283792
0.0,43,34.863067
0.0,43,35.465629
0.0,43,36.190548
0.0,43,36.755227
0.0,43,37.336286
0.0,43,38.077155
0.0,43,38.64855
0.0,43,39.213118
0.0,43,39.935783
0.0,43,40.500889
0.0,43,41.06494
0.0,43,41.788352
0.0,43,42.361724
0.0,43,42.95805
0.0,43,43.713426
0.0,43,44.2614
0.0,43,44.825457
0.0,43,45.575253
0.0,43,46.137772
0.0,43,46.702783
0.0,43,47.424819
0.0,43,47.988822
0.0,43,48.589388
0.0,43,49.317911
0.0,43,49.882625
0.0,43,50.447577
0.0,43,51.201063
0.0,43,51.782454
0.0,43,52.364797
0.0,43,53.093977
0.0,43,53.659897
0.0,43,54.238477
0.0,43,54.977803
0.0,43,55.542834
0.0,43,56.097391
0.0,43,56.838384
0.0,43,57.40401
0.0,43,57.967379
0.0,43,58.721789
0.0,43,59.287947
0.0,43,59.861693
0.0,43,60.647929
0.0,43,61.227271
0.0,43,61.808856
0.0,43,62.540824
0.0,43,63.105496
0.0,43,63.684724
0.0,43,64.40932
0.0,43,65.020126
0.0,43,65.599606
0.0,43,66.347503
0.0,43,66.929151
0.0,43,67.492068
0.0,43,68.232006
0.0,43,68.797358
0.0,43,69.401214
0.0,43,70.140236
0.0,43,70.720192
0.0,43,71.285427
0.0,43,72.032873
0.0,43,72.597345
0.0,43,73.177888
0.0,43,73.902251
0.0,43,74.481889
0.0,43,75.047168
0.0,43,75.793456
0.0,43,76.375178
0.0,43,76.9389
0.0,43,77.678738
0.0,43,78.243252
0.0,43,78.878481
0.0,43,79.634232
0.0,43,80.215161
0.0,43,80.784702
0.0,43,81.526099
0.0,43,82.092716
0.0,43,82.655914
0.0,43,83.393979
0.0,43,83.958686
0.0,43,84.529216
0.0,43,85.287522
0.0,43,85.899363
0.0,43,86.479116
0.0,43,87.250195
0.0,43,87.842237
0.0,43,88.413055
0.0,43,89.169008
0.0,43,89.75127
0.0,43,90.343325
0.0,43,91.102692
0.0,43,91.676178
0.0,43,92.227776
0.0,43,92.983471
0.0,43,93.548299
0.0,43,94.190361
0.0,43,94.949471
0.0,43,95.504707
0.0,43,96.08896
0.0,43,96.838912
0.0,43,97.421183
0.0,43,98.004322
0.0,43,98.748261
0.0,43,99.312674
0.0,43,99.877517
0.0,43,100.62883
0.0,43,101.189064
0.0,43,101.737128
0.0,43,102.518152
0.0,43,103.089144
0.0,43,103.667652
0.0,43,104.401017
0.0,43,104.980916
0.0,43,105.545264
0.0,43,106.269554
0.0,43,106.8322
0.0,43,107.412427
0.0,43,108.129483
0.0,43,108.809541
0.0,43,109.400664
0.0,43,110.125015
0.0,43,110.729974
0.0,43,111.325798
0.0,43,112.080834
0.0,43,112.676704
0.0,43,113.241637
0.0,43,114.036123
0.0,43,114.601586
0.0,43,115.17028
0.0,43,115.919764
0.0,43,116.486746
0.0,43,117.081039
0.0,43,117.797596
0.0,43,118.378184
0.0,43,118.927739
0.0,43,119.677732
0.0,43,120.246478
0.0,43,120.819039
0.0,43,121.559152
0.0,43,122.122996
0.0,43,122.686983
0.0,43,123.410943
0.0,43,123.984016
0.0,43,124.548041
0.0,43,125.318774
0.0,43,125.899135
0.0,43,126.51042
0.0,43,127.259097
0.0,43,127.808249
0.0,43,128.403182
0.0,43,129.173783
0.0,43,129.737831
0.0,43,130.303432
0.0,43,131.036042
0.0,43,131.616147
0.0,43,132.19636
0.0,43,132.934504
0.0,43,133.524935
0.0,43,134.072958
0.0,43,134.828236
0.0,43,135.39268
0.0,43,135.979953
0.0,43,136.705202
0.0,43,137.348915
0.0,43,137.862431
0.0,43,138.547241
0.0,43,139.009742
0.0,43,139.525891
0.0,43,140.300761
0.0,43,140.878542
0.0,43,141.459787
0.0,43,142.206903
0.0,43,142.808986
0.0,43,143.383152
0.0,43,144.146891
0.0,43,144.758209
0.0,43,145.340054
0.0,43,146.079692
0.0,43,146.649535
0.0,43,147.208223
0.0,43,147.986787
0.0,43,148.550314
0.0,43,149.1148
0.0,43,149.829649
0.0,43,150.376299
0.0,43,150.855281
0.0,43,151.511828
0.0,43,152.120898
0.0,43,152.685426
0.0,43,153.440138
0.0,43,154.021997
0.0,43,154.569564
0.0,43,155.3015
0.0,43,155.849956
0.0,43,156.318763
0.0,43,156.961485
0.0,43,157.432198
0.0,43,157.980553
0.0,43,158.752669
0.0,43,159.320253
0.0,43,159.889479
