#{"t_start": 1784734252.5906532, "env_id": "None"}
r,l,t
0.0,43,0.50022
0.0,43,1.022158
0.0,43,1.622809
0.0,43,2.352088
0.0,43,2.900507
0.0,43,3.467578
0.0,43,4.181135
0.0,43,4.763676
0.0,43,5.326465
0.0,43,6.070701
0.0,43,6.56732
0.0,43,7.035196
0.0,43,7.656847
0.0,43,8.157931
0.0,43,8.714036
0.0,43,9.446897
0.0,43,10.035002
0.0,43,10.59081
0.0,43,11.329007
0.0,43,11.894685
0.0,43,12.362307
0.0,43,13.025664
0.0,43,13.492746
0.0,43,14.06337
0.0,43,14.819123
0.0,43,15.384008
0.0,43,16.059231
0.0,43,16.791433
0.0,43,17.356731
0.0,43,17.904824
0.0,43,18.643605
0.0,43,19.256047
0.0,43,19.820349
0.0,43,20.599766
0.0,43,21.171662
0.0,43,21.748206
0.0,43,22.55754
0.0,43,23.105064
0.0,43,23.684917
0.0,43,24.39657
0.0,43,24.979607
0.0,43,25.575736
0.0,43,26.317075
0.0,43,26.881143
0.0,43,27.429199
0.0,43,28.168138
0.0,43,28.732654
0.0,43,29.312755
0.0,43,30.080534
0.0,43,30.657565
0.0,43,31.222406
0.0,43,31.977599
0.0,43,32.525818
0.0,43,33.090682
0.0,43,33.789986
0.0,43,34.268448
0.0,43,34.775868
0.0,43,35.421143
0.0,43,36.017048
0.0,43,36.597161
0.0,43,37.319801
0.0,43,37.889377
0.0,43,38.40024
0.0,43,39.053446
0.0,43,39.524853
0.0,43,40.014883
0.0,43,40.76487
0.0,43,41.374658
0.0,43,41.969031
0.0,43,42.679671
0.0,43,43.252531
0.0,43,43.813136
0.0,43,44.571136
0.0,43,45.110927
0.0,43,45.58898
0.0,43,46.217724
0.0,43,46.767023
0.0,43,47.359605
0.0,43,48.093926
0.0,43,48.642744
0.0,43,49.207259
0.0,43,49.930962
0.0,43,50.49287
0.0,43,50.978744
0.0,43,51.607328
0.0,43,52.076657
0.0,43,52.609935
0.0,43,53.341378
0.0,43,53.889052
0.0,43,54.501914
0.0,43,55.225838
0.0,43,55.777828
0.0,43,56.336904
0.0,43,57.038642
0.0,43,57.499793
0.0,43,57.967458
0.0,43,58.617117
0.0,43,59.200844
0.0,43,59.749842
0.0,43,60.515917
0.0,43,61.068528
0.0,43,61.617478
0.0,43,62.365675
0.0,43,62.92981
0.0,43,63.525161
0.0,43,64.249803
0.0,43,64.818907
0.0,43,65.395807
0.0,43,66.126215
0.0,43,66.660364
0.0,43,67.127663
0.0,43,67.755909
0.0,43,68.240773
0.0,43,68.790039
0.0,43,69.511958
0.0,43,70.077721
0.0,43,70.657032
0.0,43,71.38963
0.0,43,71.954188
0.0,43,72.528097
0.0,43,73.257199
0.0,43,73.82914
0.0,43,74.370923
0.0,43,75.01455
0.0,43,75.49858
0.0,43,75.967212
0.0,43,76.716605
0.0,43,77.281049
0.0,43,77.845433
0.0,43,78.568827
0.0,43,79.147726
0.0,43,79.696392
0.0,43,80.446322
0.0,43,80.962146
0.0,43,81.431633
0.0,43,82.05851
0.0,43,82.544386
0.0,43,83.092771
0.0,43,83.816429
0.0,43,84.38134
0.0,43,84.942512
0.0,43,85.677048
0.0,43,86.2254
0.0,43,86.726404
0.0,43,87.372283
0.0,43,87.838467
0.0,43,88.324212
0.0,43,89.057025
0.0,43,89.612989
0.0,43,90.176769
0.0,43,90.902549
0.0,43,91.504483
0.0,43,92.053268
0.0,43,92.775792
0.0,43,93.293644
0.0,43,93.842347
0.0,43,94.469012
0.0,43,94.970402
0.0,43,95.519547
0.0,43,96.267659
0.0,43,96.815916
0.0,43,97.379798
0.0,43,98.120039
0.0,43,98.667528
0.0,43,99.137637
0.0,43,99.830149
0.0,43,100.31405
0.0,43,100.876236
0.0,43,101.626168
0.0,43,102.174429
0.0,43,102.754547
0.0,43,103.526122
0.0,43,104.091489
0.0,43,104.662153
0.0,43,105.386641
0.0,43,105.951029
0.0,43,106.499228
0.0,43,107.14269
0.0,43,107.612936
0.0,43,108.097936
0.0,43,108.833091
0.0,43,109.385777
0.0,43,109.949028
0.0,43,110.697503
0.0,43,111.294455
0.0,43,111.842646
0.0,43,112.57248
0.0,43,113.161278
0.0,43,113.692638
0.0,43,114.331468
0.0,43,114.832138
0.0,43,115.321472
0.0,43,116.120949
0.0,43,116.69866
0.0,43,117.264961
0.0,43,117.997438
0.0,43,118.561092
0.0,43,119.12559
0.0,43,119.881582
0.0,43,120.461879
0.0,43,121.026696
0.0,43,121.710373
0.0,43,122.199206
0.0,43,122.655369
0.0,43,123.291651
0.0,43,123.84025
0.0,43,124.420654
0.0,43,125.184557
0.0,43,125.740125
0.0,43,126.321075
0.0,43,127.052706
0.0,43,127.617257
0.0,43,128.12205
0.0,43,128.776351
0.0,43,129.267003
0.0,43,129.794569
0.0,43,130.518065
0.0,43,131.097837
0.0,43,131.662299
0.0,43,132.379184
0.0,43,132.942741
0.0,43,133.508045
0.0,43,134.216281
0.0,43,134.700981
0.0,43,135.169441
0.0,43,135.876854
0.0,43,136.426509
0.0,43,136.974169
0.0,43,137.706623
0.0,43,138.287041
0.0,43,138.835397
0.0,43,139.589281
0.0,43,140.122673
0.0,43,140.592187
0.0,43,141.234487
0.0,43,141.706854
0.0,43,142.253886
0.0,43,142.969452
0.0,43,143.534672
0.0,43,144.049767
0.0,43,144.69425
0.0,43,145.163254
0.0,43,145.632862
0.0,43,146.387945
0.0,43,146.953974
0.0,43,147.513665
0.0,43,148.232733
0.0,43,148.78249
0.0,43,149.335003
0.0,43,149.988412
0.0,43,150.460084
0.0,43,150.944454
