#{"t_start": 1784809310.424295, "env_id": "None"}
r,l,t
-4.500767,43,41.144426
-4.592118,43,41.497159
-4.496123,43,41.852445
-4.476429,43,42.387005
-4.384827,43,42.737398
-4.621719,43,43.134289
-4.441311,43,43.68557
-4.580503,43,44.049376
-4.596895,43,44.417807
-4.518022,43,44.959263
-4.534034,43,45.303941
-4.425832,43,45.665824
-4.432109,43,46.206018
-4.593631,43,46.537009
-4.470695,43,46.897374
-4.490022,43,47.432057
-4.495098,43,47.774554
-4.373642,43,48.117106
-4.497356,43,48.648229
-4.49238,43,48.984024
-4.459274,43,49.311759
-4.523308,43,49.855972
-4.481991,43,50.21098
-4.529495,43,50.668695
-4.438477,43,51.25245
-4.461332,43,51.69103
-4.537074,43,52.074849
-4.570645,43,52.712347
-4.520478,43,53.034252
-4.578954,43,53.382494
-4.480989,43,53.938133
-4.502904,43,54.294865
-4.595482,43,54.641222
-4.45157,43,55.252336
-4.42237,43,55.592722
-4.426975,43,55.943043
-4.452389,43,56.509346
-4.305224,43,56.875964
-4.461102,43,57.235405
-4.529619,43,57.774242
-4.457432,43,58.116642
-4.522753,43,58.48727
-4.47,43,59.09554
-4.374692,43,59.453707
-4.497075,43,59.797104
-4.545656,43,60.420133
-4.498752,43,60.805439
-4.48105,43,61.17165
-4.584395,43,61.758922
-4.465789,43,62.141686
-4.320473,43,62.553428
-4.532552,43,63.186032
-4.516657,43,63.549965
-4.504269,43,63.997994
-4.603375,43,64.655151
-4.553307,43,65.029553
-4.63345,43,65.403293
-4.547939,43,66.049899
-4.561949,43,66.435236
-4.374623,43,66.824049
-4.6323,43,67.452394
-4.60377,43,67.846007
-4.571851,43,68.230599
-4.54222,43,68.855757
-4.49664,43,69.219354
-4.513712,43,69.601322
-4.511907,43,70.219634
-4.53063,43,70.610966
-4.382219,43,70.96621
-4.549863,43,71.568676
-4.493931,43,71.980335
-4.57776,43,72.329364
-4.546367,43,72.922731
-4.556311,43,73.29753
-4.602134,43,73.697559
-4.524451,43,74.296551
-4.572923,43,74.679397
-4.512107,43,75.017738
-4.488304,43,75.659256
-4.544042,43,76.038644
-4.455139,43,76.435586
-4.519435,43,77.072863
-4.52229,43,77.453915
-4.599128,43,77.858849
-4.593461,43,78.498649
-4.572431,43,78.888913
-4.521542,43,79.27703
-4.551486,43,79.914355
-4.591499,43,80.303879
-4.510327,43,80.688555
-4.575644,43,81.332594
-4.664724,43,81.712438
-4.518496,43,82.089541
-4.476682,43,82.731196
-4.470744,43,83.113161
-4.659551,43,83.504114
-4.618431,43,84.162135
-4.510139,43,84.565074
-4.612565,43,84.996289
-4.532846,43,85.630741
-4.529186,43,86.008581
-4.571897,43,86.390633
-4.67771,43,87.034342
-4.644068,43,87.42576
-4.491446,43,87.817817
-4.525589,43,88.338757
-4.560385,43,88.705656
-4.557551,43,89.089709
-4.621749,43,89.753012
-4.600574,43,90.145113
-4.601908,43,90.528646
-4.569866,43,91.098234
-4.619341,43,91.464529
-4.563929,43,91.831792
-4.631863,43,92.477088
-4.590069,43,92.909292
-4.554827,43,93.252226
-4.519002,43,93.906228
-4.499711,43,94.308171
-4.613045,43,94.704084
-4.606335,43,95.334925
-4.505998,43,95.687127
-4.582938,43,96.051886
-4.596497,43,96.612897
-4.615841,43,96.938329
-4.589804,43,97.289582
-4.512011,43,97.838399
-4.616024,43,98.174936
-4.622613,43,98.535836
-4.479834,43,99.041666
-4.513496,43,99.391785
-4.559779,43,99.746549
-4.578607,43,100.284073
-4.534898,43,100.63152
-4.545064,43,100.978387
-4.58663,43,101.509751
-4.47674,43,101.846237
-4.631746,43,102.184051
-4.660643,43,102.734742
-4.27631,43,103.08934
-4.561668,43,103.42144
-4.483073,43,103.958909
-4.507121,43,104.320398
-4.579871,43,104.667488
-4.510039,43,105.223197
-4.537602,43,105.577853
-4.602599,43,105.902216
-4.586325,43,106.459597
-4.532557,43,106.870212
-4.542542,43,107.217523
-4.517625,43,107.793992
-4.549549,43,108.158824
-4.533917,43,108.553941
-4.57647,43,109.102226
-4.660566,43,109.490145
-4.556735,43,109.837793
-4.464186,43,110.387472
-4.630515,43,110.790757
-4.598927,43,111.12984
-4.533981,43,111.702989
-4.595025,43,112.049143
-4.567414,43,112.388359
