#{"t_start": 1784721901.776437, "env_id": "None"}
r,l,t
0.0,43,0.639553
0.0,43,1.256023
0.0,43,2.045868
0.0,43,2.899005
0.0,43,3.518891
0.0,43,4.197204
0.0,43,5.009089
0.0,43,5.665712
0.0,43,6.419492
0.0,43,7.256474
0.0,43,7.949031
0.0,43,8.657589
0.0,43,9.501603
0.0,43,10.118201
0.0,43,10.786729
0.0,43,11.673121
0.0,43,12.386943
0.0,43,13.175042
0.0,43,14.018497
0.0,43,14.982868
0.0,43,15.866564
0.0,43,17.334652
0.0,43,18.172006
0.0,43,19.77262
0.0,43,20.690472
0.0,43,21.453726
0.0,43,22.251589
0.0,43,23.115236
0.0,43,23.944503
0.0,43,24.813799
0.0,43,25.796216
0.0,43,26.417213
0.0,43,26.989472
0.0,43,27.736315
0.0,43,28.455708
0.0,43,29.09522
0.0,43,29.861388
0.0,43,30.466851
0.0,43,31.0346
0.0,43,31.796885
0.0,43,32.42419
0.0,43,33.091667
0.0,43,33.876089
0.0,43,34.470975
0.0,43,35.124023
0.0,43,35.87708
0.0,43,36.454228
0.0,43,37.068653
0.0,43,37.814156
0.0,43,38.416637
0.0,43,38.971066
0.0,43,39.752753
0.0,43,40.343101
0.0,43,40.971777
0.0,43,41.832793
0.0,43,42.455679
0.0,43,43.042754
-0.0,43,43.803679
0.0,43,44.379451
0.0,43,44.98714
-0.0,43,45.727001
0.0,43,46.32986
0.0,43,46.91635
0.0,43,47.658407
0.0,43,48.266989
0.0,43,48.880497
0.0,43,49.630894
0.0,43,50.283212
0.0,43,50.896209
0.0,43,51.657891
0.0,43,52.237573
0.0,43,52.836602
0.0,43,53.579762
-0.0,43,54.16177
0.0,43,54.809021
0.0,43,55.557848
0.0,43,56.173597
0.0,43,56.776484
0.0,43,57.564124
0.0,43,58.159723
0.0,43,58.781871
-0.0,43,59.615113
0.0,43,60.250628
-0.0,43,60.879999
0.0,43,61.665592
0.0,43,62.23698
0.0,43,62.815227
0.0,43,63.579923
0.0,43,64.158945
0.0,43,64.758783
0.0,43,65.549019
0.0,43,66.1784
0.0,43,66.761193
0.0,43,67.489163
0.0,43,68.129373
0.0,43,68.706966
0.0,43,69.428305
0.0,43,70.043362
0.0,43,70.659159
0.0,43,71.408061
0.0,43,71.99309
-0.0,43,72.592299
0.0,43,73.34234
0.0,43,73.944818
0.0,43,74.555422
0.0,43,75.29906
0.0,43,75.914121
0.0,43,76.486837
0.0,43,77.23645
0.0,43,77.815158
0.0,43,78.406781
0.0,43,79.211312
0.0,43,79.895835
0.0,43,80.660905
0.0,43,81.460866
0.0,43,82.060688
0.0,43,82.659688
0.0,43,83.443179
0.0,43,84.068631
0.0,43,84.693201
0.0,43,85.630273
0.0,43,86.246769
0.0,43,86.879265
0.0,43,87.673501
0.0,43,88.367001
0.0,43,89.033414
0.0,43,89.861409
0.0,43,90.543673
0.0,43,91.165789
0.0,43,91.979969
0.0,43,92.639605
0.0,43,93.274043
0.0,43,94.08111
0.0,43,94.730251
0.0,43,95.337776
0.0,43,96.156336
0.0,43,96.791398
0.0,43,97.450557
0.0,43,98.295166
0.0,43,98.955176
0.0,43,99.576408
0.0,43,100.367686
0.0,43,101.038684
0.0,43,101.687879
0.0,43,102.49003
0.0,43,103.144303
-0.0,43,103.768945
0.0,43,104.559025
0.0,43,105.192752
0.0,43,105.863563
0.0,43,106.66917
0.0,43,107.298547
0.0,43,107.95102
0.0,43,108.842051
0.0,43,109.475892
0.0,43,110.128927
0.0,43,111.035963
0.0,43,111.647905
0.0,43,112.26872
0.0,43,113.153417
0.0,43,113.809774
0.0,43,114.446173
0.0,43,115.443987
0.0,43,116.107931
0.0,43,116.733943
0.0,43,117.522078
0.0,43,118.111896
0.0,43,118.73841
0.0,43,119.463069
0.0,43,120.049013
0.0,43,120.637183
0.0,43,121.4016
0.0,43,121.985163
0.0,43,122.584542
0.0,43,123.329683
0.0,43,123.920482
0.0,43,124.543047
0.0,43,125.36924
0.0,43,125.97141
0.0,43,126.58056
0.0,43,127.309967
0.0,43,127.909449
0.0,43,128.516939
0.0,43,129.275174
0.0,43,129.87752
0.0,43,130.460122
0.0,43,131.189792
0.0,43,131.777884
0.0,43,132.382961
0.0,43,133.134118
0.0,43,133.720887
-0.0,43,134.315191
0.0,43,135.044104
0.0,43,135.611331
0.0,43,136.205932
0.0,43,136.955875
0.0,43,137.524623
0.0,43,138.086955
0.0,43,138.845201
0.0,43,139.408669
0.0,43,140.018939
0.0,43,140.782679
0.0,43,141.378302
0.0,43,141.971277
0.0,43,142.72189
0.0,43,143.314219
-0.0,43,143.885741
0.0,43,144.622429
0.0,43,145.239239
0.0,43,145.853772
0.0,43,146.604213
0.0,43,147.479876
0.0,43,148.071911
0.0,43,148.850516
-0.0,43,149.511277
-0.0,43,150.079549
0.0,43,150.861296
0.0,43,151.517511
0.0,43,152.129885
0.0,43,152.846575
0.0,43,153.422215
0.0,43,153.992159
0.0,43,154.751548
0.0,43,155.330503
0.0,43,155.901124
0.0,43,156.663579
0.0,43,157.235802
0.0,43,157.798465
0.0,43,158.549423
0.0,43,159.163258
0.0,43,159.743687
0.0,43,160.495516
0.0,43,161.065625
0.0,43,161.678598
0.0,43,162.408077
0.0,43,163.04056
0.0,43,163.596143
0.0,43,164.313849
0.0,43,164.889524
0.0,43,165.455726
0.0,43,166.178896
0.0,43,166.823186
0.0,43,167.586979
0.0,43,168.314558
-0.0,43,168.876715
0.0,43,169.476958
-0.0,43,170.283103
-0.0,43,170.908267
0.0,43,171.549134
0.0,43,172.30044
0.0,43,172.864772
0.0,43,173.431727
