#{"t_start": 1784721555.7792118, "env_id": "None"}
r,l,t
0.0,43,0.723844
0.0,43,1.597269
0.0,43,2.318228
0.0,43,3.399053
0.0,43,4.26019
0.0,43,5.005945
0.0,43,6.011677
0.0,43,6.855402
0.0,43,7.68529
0.0,43,8.80937
0.0,43,9.655905
0.0,43,10.506974
0.0,43,11.645833
0.0,43,12.519185
0.0,43,13.343148
0.0,43,14.418044
0.0,43,15.270423
0.0,43,15.987423
0.0,43,17.127495
0.0,43,18.100948
0.0,43,18.965171
0.0,43,20.076163
0.0,43,20.948379
0.0,43,21.798821
0.0,43,22.802226
0.0,43,23.617743
0.0,43,24.463447
0.0,43,25.552032
0.0,43,26.426381
0.0,43,27.199088
0.0,43,28.220808
0.0,43,28.927115
0.0,43,29.662417
0.0,43,30.731998
0.0,43,31.568138
-0.0,43,32.407537
0.0,43,33.408711
0.0,43,34.216457
0.0,43,35.076537
0.0,43,36.171114
0.0,43,37.017081
0.0,43,37.797252
0.0,43,38.854294
0.0,43,39.63246
0.0,43,40.391012
0.0,43,41.505122
0.0,43,42.231657
0.0,43,42.990932
0.0,43,43.944661
0.0,43,44.767921
0.0,43,45.578083
0.0,43,46.582667
0.0,43,47.361984
0.0,43,48.20912
0.0,43,49.343978
0.0,43,50.144263
0.0,43,50.861774
0.0,43,51.859344
0.0,43,52.540228
0.0,43,53.111562
0.0,43,53.874503
-0.0,43,54.453598
0.0,43,55.031775
0.0,43,55.781817
0.0,43,56.373929
0.0,43,56.980706
0.0,43,57.793149
0.0,43,58.473276
0.0,43,59.179621
0.0,43,59.995979
0.0,43,60.588824
-0.0,43,61.363998
0.0,43,62.135934
0.0,43,62.740113
0.0,43,63.325561
0.0,43,64.101909
0.0,43,64.7032
0.0,43,65.303863
0.0,43,66.060081
0.0,43,66.655399
0.0,43,67.227017
0.0,43,67.998518
0.0,43,68.571263
0.0,43,69.197572
0.0,43,69.994179
0.0,43,70.565419
-0.0,43,71.128725
-0.0,43,71.91661
0.0,43,72.526968
-0.0,43,73.133648
0.0,43,73.871812
-0.0,43,74.490939
0.0,43,75.077147
0.0,43,75.845707
0.0,43,76.423599
0.0,43,77.031264
0.0,43,77.770466
0.0,43,78.337235
0.0,43,78.939637
0.0,43,79.67221
0.0,43,80.249793
0.0,43,80.823726
-0.0,43,81.582994
-0.0,43,82.171392
0.0,43,82.752599
0.0,43,83.531553
0.0,43,84.141148
0.0,43,84.71576
0.0,43,85.472822
0.0,43,86.048937
0.0,43,86.638212
0.0,43,87.392714
0.0,43,87.994006
0.0,43,88.567564
0.0,43,89.293493
0.0,43,89.888879
0.0,43,90.524599
0.0,43,91.444451
0.0,43,92.038866
0.0,43,92.609537
-0.0,43,93.355369
0.0,43,93.952877
0.0,43,94.539075
0.0,43,95.273174
0.0,43,95.789962
0.0,43,96.241989
0.0,43,96.970176
0.0,43,97.475233
0.0,43,98.07138
0.0,43,98.816638
0.0,43,99.391239
0.0,43,99.956553
0.0,43,100.718926
0.0,43,101.283846
0.0,43,101.862417
0.0,43,102.603765
0.0,43,103.165204
0.0,43,103.733191
0.0,43,104.424406
0.0,43,104.892411
0.0,43,105.409885
0.0,43,106.061267
0.0,43,106.609464
0.0,43,107.173866
0.0,43,107.955738
0.0,43,108.526324
0.0,43,109.075157
0.0,43,109.837341
0.0,43,110.403348
0.0,43,110.958877
0.0,43,111.689377
0.0,43,112.285755
-0.0,43,112.850401
0.0,43,113.518755
0.0,43,114.022265
0.0,43,114.486588
0.0,43,115.132397
0.0,43,115.714101
-0.0,43,116.308538
0.0,43,117.034143
0.0,43,117.598359
0.0,43,118.169852
-0.0,43,118.893656
0.0,43,119.521302
-0.0,43,120.084998
-0.0,43,120.857867
0.0,43,121.430472
0.0,43,121.994075
0.0,43,122.743759
0.0,43,123.331141
0.0,43,123.895121
0.0,43,124.704682
0.0,43,125.319181
0.0,43,125.882131
0.0,43,126.606793
0.0,43,127.185721
0.0,43,127.758629
0.0,43,128.498949
0.0,43,129.056691
0.0,43,129.627543
0.0,43,130.354069
0.0,43,130.954864
0.0,43,131.535211
0.0,43,132.258228
0.0,43,132.823903
0.0,43,133.452114
-0.0,43,134.199627
-0.0,43,134.763351
0.0,43,135.360028
0.0,43,136.097387
0.0,43,136.714882
-0.0,43,137.284116
0.0,43,137.995971
0.0,43,138.604001
0.0,43,139.183837
0.0,43,139.899176
0.0,43,140.464486
0.0,43,141.028491
0.0,43,141.752894
0.0,43,142.334142
0.0,43,142.902761
0.0,43,143.628147
0.0,43,144.17761
0.0,43,144.686333
0.0,43,145.321875
0.0,43,145.790479
0.0,43,146.32923
0.0,43,147.125868
0.0,43,147.708626
0.0,43,148.272689
0.0,43,149.002873
0.0,43,149.599177
0.0,43,150.195568
0.0,43,150.951459
0.0,43,151.515599
-0.0,43,152.079981
0.0,43,152.815889
0.0,43,153.375163
0.0,43,153.973713
0.0,43,154.696418
0.0,43,155.26123
0.0,43,155.880832
0.0,43,156.620894
0.0,43,157.169879
0.0,43,157.748966
0.0,43,158.48068
0.0,43,159.028783
0.0,43,159.505413
0.0,43,160.1414
0.0,43,160.611902
0.0,43,161.139252
0.0,43,161.850773
0.0,43,162.4315
0.0,43,162.996948
0.0,43,163.734875
0.0,43,164.340296
0.0,43,164.936901
0.0,43,165.69208
0.0,43,166.256798
0.0,43,166.850581
0.0,43,167.583192
0.0,43,168.164427
0.0,43,168.744769
0.0,43,169.46709
0.0,43,170.038828
0.0,43,170.582068
0.0,43,171.3325
0.0,43,171.893519
0.0,43,172.458424
0.0,43,173.205936
0.0,43,173.825174
0.0,43,174.397494
