#{"t_start": 1784721375.9394097, "env_id": "None"}
r,l,t
0.0,43,0.659984
0.0,43,1.295964
0.0,43,1.907434
0.0,43,2.68219
0.0,43,3.326908
0.0,43,3.902271
0.0,43,4.761603
0.0,43,5.375741
0.0,43,6.000869
0.0,43,6.820003
0.0,43,7.692801
0.0,43,8.34547
0.0,43,9.092138
0.0,43,9.683391
0.0,43,10.26876
0.0,43,11.008243
0.0,43,11.588733
0.0,43,12.183141
0.0,43,12.901433
0.0,43,13.51246
0.0,43,14.130474
0.0,43,14.886221
0.0,43,15.480595
0.0,43,16.039683
0.0,43,16.776949
0.0,43,17.375582
0.0,43,17.932574
0.0,43,18.682231
0.0,43,19.261089
0.0,43,19.83932
0.0,43,20.577477
0.0,43,21.178045
0.0,43,21.745164
0.0,43,22.480548
0.0,43,23.07902
0.0,43,23.651932
0.0,43,24.370481
0.0,43,24.948932
0.0,43,25.527011
0.0,43,26.245114
0.0,43,26.840807
0.0,43,27.444098
0.0,43,28.158864
0.0,43,28.634852
0.0,43,29.120803
0.0,43,29.78551
0.0,43,30.32174
0.0,43,30.914284
0.0,43,31.636244
0.0,43,32.251657
0.0,43,32.838691
0.0,43,33.573961
0.0,43,34.152765
0.0,43,34.731561
0.0,43,35.449373
0.0,43,36.0112
0.0,43,36.605
0.0,43,37.364294
-0.0,43,37.948765
0.0,43,38.541689
0.0,43,39.261035
0.0,43,39.823698
0.0,43,40.400082
0.0,43,41.152035
0.0,43,41.714651
0.0,43,42.293998
0.0,43,43.049048
0.0,43,43.620116
0.0,43,44.195916
0.0,43,44.917895
0.0,43,45.526618
0.0,43,46.11643
0.0,43,46.840672
0.0,43,47.438375
0.0,43,48.010338
0.0,43,48.74979
0.0,43,49.30768
0.0,43,49.917333
-0.0,43,50.635169
0.0,43,51.230073
0.0,43,51.808625
0.0,43,52.635934
0.0,43,53.27671
0.0,43,53.839272
0.0,43,54.605998
0.0,43,55.167329
0.0,43,55.770277
0.0,43,56.511061
0.0,43,57.086591
0.0,43,57.668893
0.0,43,58.416618
0.0,43,58.987955
0.0,43,59.563838
0.0,43,60.276864
0.0,43,60.889018
0.0,43,61.469652
0.0,43,62.209327
0.0,43,62.846312
-0.0,43,63.432708
0.0,43,64.198619
0.0,43,64.778387
0.0,43,65.355973
0.0,43,66.088733
0.0,43,66.653482
0.0,43,67.261189
0.0,43,68.006492
0.0,43,68.569688
0.0,43,69.136127
0.0,43,69.885695
-0.0,43,70.464229
-0.0,43,71.027299
0.0,43,71.761082
0.0,43,72.339804
0.0,43,73.074314
0.0,43,73.842716
0.0,43,74.446817
0.0,43,75.059036
0.0,43,75.80772
0.0,43,76.412078
0.0,43,76.985953
0.0,43,77.721057
0.0,43,78.355199
0.0,43,78.932188
0.0,43,79.673257
0.0,43,80.231231
0.0,43,80.807315
0.0,43,81.557893
0.0,43,82.136464
0.0,43,82.738953
0.0,43,83.464612
0.0,43,84.0575
0.0,43,84.619987
0.0,43,85.386309
0.0,43,85.948879
0.0,43,86.537554
0.0,43,87.292393
0.0,43,87.841972
0.0,43,88.417549
0.0,43,89.186181
0.0,43,89.74334
0.0,43,90.299623
0.0,43,91.027043
0.0,43,91.621282
0.0,43,92.182782
0.0,43,93.046622
0.0,43,93.673744
0.0,43,94.250074
0.0,43,94.948792
0.0,43,95.526134
0.0,43,96.12114
0.0,43,96.855101
0.0,43,97.432817
-0.0,43,98.010433
0.0,43,98.76125
0.0,43,99.337034
0.0,43,99.916892
0.0,43,100.66692
0.0,43,101.245083
0.0,43,101.824635
0.0,43,102.573786
-0.0,43,103.120562
0.0,43,103.708115
0.0,43,104.440932
0.0,43,105.026515
0.0,43,105.621238
0.0,43,106.338824
0.0,43,106.918001
0.0,43,107.480164
0.0,43,108.214669
0.0,43,108.792348
0.0,43,109.401973
0.0,43,110.120376
0.0,43,110.689989
0.0,43,111.276912
0.0,43,111.99509
0.0,43,112.551806
0.0,43,113.104016
0.0,43,113.776558
0.0,43,114.24631
0.0,43,114.728152
0.0,43,115.448861
0.0,43,116.041829
0.0,43,116.618765
0.0,43,117.324217
0.0,43,117.933422
0.0,43,118.548693
0.0,43,119.277345
0.0,43,119.870425
0.0,43,120.448222
0.0,43,121.173573
0.0,43,121.740099
0.0,43,122.324205
0.0,43,123.05578
0.0,43,123.637056
0.0,43,124.183288
0.0,43,127.447462
0.0,43,131.29892
0.0,43,132.124708
0.0,43,133.231051
0.0,43,134.047215
0.0,43,134.894785
0.0,43,136.051854
0.0,43,136.705889
0.0,43,137.301587
0.0,43,138.070176
0.0,43,138.651018
0.0,43,139.279091
0.0,43,140.029245
0.0,43,140.620161
0.0,43,146.922029
0.0,43,147.891922
0.0,43,148.59246
0.0,43,149.248454
0.0,43,150.249069
0.0,43,150.934079
0.0,43,151.641245
0.0,43,152.503075
0.0,43,153.175021
0.0,43,153.840123
0.0,43,154.701826
0.0,43,155.458222
0.0,43,156.281767
0.0,43,157.374919
0.0,43,158.218639
0.0,43,158.953599
0.0,43,159.875846
0.0,43,160.626552
-0.0,43,161.338306
0.0,43,162.167217
0.0,43,162.82623
0.0,43,163.473709
0.0,43,164.322914
0.0,43,164.954935
-0.0,43,165.687411
0.0,43,166.53401
0.0,43,167.216575
0.0,43,167.902786
0.0,43,168.732374
0.0,43,169.379873
0.0,43,170.064056
0.0,43,170.921201
0.0,43,171.565571
0.0,43,172.204573
0.0,43,173.124321
0.0,43,173.783031
0.0,43,174.434687
0.0,43,175.339783
0.0,43,176.029043
0.0,43,176.84134
0.0,43,177.936286
0.0,43,178.787644
-0.0,43,179.554725
