#{"t_start": 1785419871.316706, "env_id": "None"}
r,l,t
-0.0,43,26.908931
-0.0,43,27.060545
-0.0,43,27.212027
-1e-06,43,27.414284
-0.0,43,27.564911
-0.0,43,27.715926
-0.0,43,27.918659
-0.0,43,28.06978
-0.0,43,28.220799
-0.0,43,28.423102
-0.0,43,28.573949
-0.0,43,28.725013
-0.0,43,28.92733
-0.0,43,29.078519
-0.0,43,29.228979
-1e-06,43,29.432327
-0.0,43,29.582295
-0.0,43,29.732325
-0.0,43,29.934458
-1e-06,43,30.08516
-0.0,43,30.235972
-0.0,43,30.438346
-1e-06,43,30.589374
-0.0,43,30.74051
-0.0,43,30.942743
-0.0,43,31.093496
-0.0,43,31.244509
-0.0,43,31.447077
-0.0,43,31.598022
-1e-06,43,31.748948
-0.0,43,31.951533
-1e-06,43,32.102518
-0.0,43,32.253437
-0.0,43,32.456597
-0.0,43,32.608066
-0.0,43,32.759471
-0.0,43,32.962005
-0.0,43,33.113037
-0.0,43,33.264008
-1e-06,43,33.465628
-0.0,43,33.61587
-0.0,43,33.765965
-0.0,43,33.967897
-0.0,43,34.118122
-1e-06,43,34.26853
-0.0,43,34.471347
-0.0,43,34.622879
-0.0,43,34.774544
-0.0,43,34.976461
-1e-06,43,35.127039
-0.0,43,35.27781
-0.0,43,35.4795
-0.0,43,35.629903
-0.0,43,35.779964
-0.0,43,35.981994
-0.0,43,36.132851
-0.0,43,36.283596
-0.0,43,36.488137
-0.0,43,36.640086
-1e-06,43,36.791505
-1e-06,43,36.995229
-0.0,43,37.146675
-0.0,43,37.298139
-0.0,43,37.500329
-0.0,43,37.650846
-0.0,43,37.8014
-0.0,43,38.003931
-0.0,43,38.155137
-0.0,43,38.306278
-0.0,43,38.509226
-0.0,43,38.660583
-0.0,43,38.811985
-0.0,43,39.014717
-0.0,43,39.165282
-1e-06,43,39.315669
-0.0,43,39.517424
-0.0,43,39.668215
-0.0,43,39.81872
-0.0,43,40.02095
-0.0,43,40.171719
-0.0,43,40.322248
-0.0,43,40.524672
-0.0,43,40.675652
-0.0,43,40.827986
-0.0,43,41.030789
-0.0,43,41.181774
-1e-06,43,41.332448
-0.0,43,41.534124
-0.0,43,41.684823
-0.0,43,41.835532
-1e-06,43,42.038244
-0.0,43,42.189425
-0.0,43,42.340413
