#{"t_start": 1785419956.1864567, "env_id": "None"}
r,l,t
-1e-06,43,33.181482
-0.0,43,33.332764
-0.0,43,33.535131
-0.0,43,33.6862
-0.0,43,33.837233
-1e-06,43,34.040115
-0.0,43,34.192512
-0.0,43,34.344077
-0.0,43,34.546111
-0.0,43,34.696069
-0.0,43,34.846208
-0.0,43,35.048783
-0.0,43,35.200123
-0.0,43,35.351288
-0.0,43,35.554264
-0.0,43,35.706056
-0.0,43,35.858132
-0.0,43,36.060743
-0.0,43,36.211868
-0.0,43,36.363082
-0.0,43,36.565915
-1e-06,43,36.71743
-0.0,43,36.86913
-0.0,43,37.071163
-0.0,43,37.222064
-1e-06,43,37.372879
-1e-06,43,37.575789
-0.0,43,37.727024
-1e-06,43,37.878548
-0.0,43,38.081064
-0.0,43,38.232079
-0.0,43,38.383088
-0.0,43,38.585741
-0.0,43,38.737122
-0.0,43,38.888387
-0.0,43,39.090495
-1e-06,43,39.241382
-0.0,43,39.392515
-0.0,43,39.594533
-0.0,43,39.745382
-0.0,43,39.895792
-1e-06,43,40.098595
-0.0,43,40.250252
-0.0,43,40.401969
-0.0,43,40.603979
-0.0,43,40.754804
-0.0,43,40.905616
-0.0,43,41.108038
-0.0,43,41.259385
-0.0,43,41.410358
-0.0,43,41.613287
-0.0,43,41.764418
-1e-06,43,41.915911
-0.0,43,42.119274
-0.0,43,42.270355
-0.0,43,42.421408
